title|gross|opening|theaters|year|genres|imdbid|imdbrating|imdburl|metascore|movieid|mpaarating|nvotes
Aliens in the Attic|$25,200,412|$8,008,423|3,108|2009|Adventure,Comedy,Family,Fantasy,Sci-Fi|0775552|5.4|http://akas.imdb.com/title/tt0775552/|42|0775552|PG|16394
Observe and Report|$24,007,324|$11,017,334|2,727|2009|Comedy,Crime,Drama|1197628|5.8|http://akas.imdb.com/title/tt1197628/|54|1197628|R|52052
Fighting|$23,091,010|$11,024,370|2,312|2009|Action,Drama,Sport|1082601|5.6|http://akas.imdb.com/title/tt1082601/|61|1082601|PG-13|27318
Love Happens|$22,965,110|$8,057,010|1,922|2009|Drama,Romance|0899106|5.6|http://akas.imdb.com/title/tt0899106/|33|0899106|PG-13|25087
Fame (2009)|$22,455,510|$10,011,682|3,133|2009|Comedy,Drama,Musical,Romance|1016075|5.0|http://akas.imdb.com/title/tt1016075/|39|1016075|PG|13928
Fantastic Mr. Fox|$21,002,919|$265,900|2,304|2009|Animation,Adventure,Comedy,Crime,Family|0432283|7.8|http://akas.imdb.com/title/tt0432283/|83|0432283|PG|136817
Shorts|$20,919,166|$6,410,339|3,105|2009|Comedy,Family,Fantasy|1100119|4.9|http://akas.imdb.com/title/tt1100119/|53|1100119|PG|5259
Gamer|$20,534,907|$9,156,057|2,502|2009|Action,Sci-Fi,Thriller|1034032|5.8|http://akas.imdb.com/title/tt1034032/|27|1034032|R|112412
Nine|$19,676,965|$257,232|1,412|2009|Drama,Musical,Romance|0875034|5.9|http://akas.imdb.com/title/tt0875034/|49|0875034|PG-13|37211
Astro Boy|$19,551,067|$6,702,923|3,020|2009|Animation,Action,Comedy,Family,Sci-Fi|0375568|6.3|http://akas.imdb.com/title/tt0375568/|53|0375568|PG|25242
Jonas Brothers: The 3D Concert Experience|$19,162,740|$12,510,374|1,276|2009|Documentary,Music|1229827|2.1|http://akas.imdb.com/title/tt1229827/|45|1229827|NA|17118
The Invention of Lying|$18,451,251|$7,027,472|1,743|2009|Comedy,Fantasy,Romance|1058017|6.4|http://akas.imdb.com/title/tt1058017/|58|1058017|PG-13|93430
Inkheart|$17,303,424|$7,601,379|2,655|2009|Short,Thriller|1453978|7.2|http://akas.imdb.com/title/tt1453978/|NA|1453978|NA|21
Fired Up|$17,231,291|$5,483,778|1,811|2009|Comedy|1083456|6.2|http://akas.imdb.com/title/tt1083456/|31|1083456|PG-13|36632
New in Town|$16,734,283|$6,741,530|1,941|2009|Comedy,Romance|1095174|5.6|http://akas.imdb.com/title/tt1095174/|29|1095174|PG-13|17263
Jennifer's Body|$16,204,793|$6,868,397|2,738|2009|Comedy,Fantasy,Horror|1131734|5.1|http://akas.imdb.com/title/tt1131734/|47|1131734|R|91660
Imagine That|$16,123,323|$5,503,519|3,011|2009|Comedy,Drama,Family,Fantasy|0780567|5.6|http://akas.imdb.com/title/tt0780567/|54|0780567|PG|10280
Adventureland|$16,044,025|$5,722,039|1,876|2009|Comedy,Drama,Romance|1091722|6.8|http://akas.imdb.com/title/tt1091722/|76|1091722|R|129330
Armored|$15,988,876|$6,511,128|1,919|2009|Action,Crime,Thriller|0913354|5.7|http://akas.imdb.com/title/tt0913354/|50|0913354|PG-13|26045
A Perfect Getaway|$15,515,460|$5,948,555|2,159|2009|Adventure,Mystery,Thriller|0971209|6.5|http://akas.imdb.com/title/tt0971209/|63|0971209|R|55761
The Goods: Live Hard, Sell Hard|$15,122,676|$5,642,137|1,849|2009|Comedy|1092633|5.8|http://akas.imdb.com/title/tt1092633/|39|1092633|R|17671
The Box|$15,051,977|$7,571,417|2,635|2009|Drama,Fantasy,Mystery,Thriller|0362478|5.6|http://akas.imdb.com/title/tt0362478/|47|0362478|PG-13|75743
I Love You Beth Cooper|$14,800,725|$4,919,433|1,872|2009|Comedy,Romance|1032815|5.3|http://akas.imdb.com/title/tt1032815/|32|1032815|PG-13|27744
Capitalism: A Love Story|$14,363,397|$231,964|995|2009|Documentary|1232207|7.4|http://akas.imdb.com/title/tt1232207/|61|1232207|R|34671
Amelia|$14,245,415|$3,904,047|1,070|2009|Adventure,Biography,Drama,Romance|1129445|5.8|http://akas.imdb.com/title/tt1129445/|37|1129445|PG|9895
Cirque du Freak: The Vampire's Assistant|$13,869,515|$6,293,205|2,754|2009|Action,Adventure,Fantasy,Thriller|0450405|5.9|http://akas.imdb.com/title/tt0450405/|43|0450405|PG-13|35721
Crank: High Voltage|$13,684,249|$6,963,565|2,223|2009|Action,Crime,Sci-Fi,Thriller|1121931|6.2|http://akas.imdb.com/title/tt1121931/|41|1121931|R|110862
Whip It|$13,043,363|$4,650,812|1,738|2009|Drama,Sport|1172233|6.9|http://akas.imdb.com/title/tt1172233/|68|1172233|PG-13|55118
An Education|$12,574,914|$159,017|763|2009|Drama|1174732|7.3|http://akas.imdb.com/title/tt1174732/|85|1174732|PG-13|111143
12 Rounds|$12,234,694|$5,329,240|2,331|2009|Action,Crime,Thriller|1160368|5.6|http://akas.imdb.com/title/tt1160368/|38|1160368|PG-13|22577
Sorority Row|$11,965,282|$5,059,802|2,665|2009|Horror,Mystery|1232783|5.1|http://akas.imdb.com/title/tt1232783/|24|1232783|R|23782
The Young Victoria|$11,001,272|$260,591|476|2009|Biography,Drama,History,Romance|0962736|7.3|http://akas.imdb.com/title/tt0962736/|64|0962736|PG|44164
Extract|$10,823,158|$4,340,108|1,614|2009|Comedy,Crime,Romance|1225822|6.2|http://akas.imdb.com/title/tt1225822/|61|1225822|R|37150
Not Easily Broken|$10,572,742|$5,314,278|725|2009|Drama,Romance|0795438|6.1|http://akas.imdb.com/title/tt0795438/|43|0795438|PG-13|2301
Pandorum|$10,330,853|$4,424,126|2,506|2009|Action,Horror,Mystery,Sci-Fi,Thriller|1188729|6.8|http://akas.imdb.com/title/tt1188729/|28|1188729|R|120233
Whiteout|$10,275,638|$4,915,104|2,745|2009|Action,Crime,Mystery,Thriller|0365929|5.5|http://akas.imdb.com/title/tt0365929/|NA|0365929|R|31681
The Boondock Saints II: All Saints Day|$10,273,188|$546,687|524|2009|Action,Crime,Thriller|1300851|6.3|http://akas.imdb.com/title/tt1300851/|24|1300851|R|52770
Next Day Air|$10,027,047|$4,111,043|1,139|2009|Action,Comedy,Crime|1097013|5.9|http://akas.imdb.com/title/tt1097013/|46|1097013|R|8219
Away We Go|$9,451,946|$130,411|506|2009|Comedy,Drama,Romance|1176740|7.1|http://akas.imdb.com/title/tt1176740/|58|1176740|R|45703
Dragonball Evolution|$9,362,785|$4,756,488|2,181|2009|Action,Adventure,Fantasy,Sci-Fi,Thriller|1098327|2.7|http://akas.imdb.com/title/tt1098327/|45|1098327|PG|55742
A Serious Man|$9,228,768|$251,337|262|2009|Comedy,Drama|1019452|7.0|http://akas.imdb.com/title/tt1019452/|79|1019452|R|100892
Everybody's Fine|$9,208,876|$3,852,068|2,141|2009|Adventure,Drama|0780511|7.2|http://akas.imdb.com/title/tt0780511/|47|0780511|PG-13|49397
A Single Man|$9,176,000|$217,332|354|2009|Drama|1315981|7.6|http://akas.imdb.com/title/tt1315981/|77|1315981|R|82232
Street Fighter: The Legend of Chun-Li|$8,742,261|$4,721,110|1,164|2009|Action,Crime,Thriller|0891592|3.7|http://akas.imdb.com/title/tt0891592/|17|0891592|PG-13|19678
My Life in Ruins|$8,665,206|$3,223,161|1,165|2009|Comedy,Romance|0865559|5.9|http://akas.imdb.com/title/tt0865559/|34|0865559|PG-13|14795
The Road|$8,117,000|$1,502,231|396|2009|Adventure,Drama|0898367|7.3|http://akas.imdb.com/title/tt0898367/|64|0898367|R|175354
Pirate Radio|$8,017,917|$2,904,380|883|2009|Comedy,Drama,Music|1131729|7.4|http://akas.imdb.com/title/tt1131729/|58|1131729|R|90257
The Collector|$7,712,114|$3,576,296|1,325|2009|Horror,Thriller|0844479|6.4|http://akas.imdb.com/title/tt0844479/|29|0844479|R|42697
The Imaginarium of Doctor Parnassus|$7,689,607|$415,233|607|2009|Adventure,Fantasy,Mystery|1054606|6.8|http://akas.imdb.com/title/tt1054606/|65|1054606|PG-13|125416
Taking Woodstock|$7,460,204|$3,457,760|1,395|2009|Comedy,Drama,Music|1127896|6.7|http://akas.imdb.com/title/tt1127896/|55|1127896|R|24447
3 Idiots|$6,532,874|$1,645,502|156|2009|Comedy,Drama|1187043|8.4|http://akas.imdb.com/title/tt1187043/|67|1187043|PG-13|201215
Post Grad|$6,380,019|$2,651,996|1,959|2009|Comedy,Romance|1142433|5.3|http://akas.imdb.com/title/tt1142433/|35|1142433|PG-13|11382
Coco Before Chanel|$6,113,834|$406,768|307|2009|Biography,Drama|1035736|6.7|http://akas.imdb.com/title/tt1035736/|65|1035736|PG-13|31591
Whatever Works|$5,306,706|$266,162|353|2009|Comedy,Romance|1178663|7.2|http://akas.imdb.com/title/tt1178663/|45|1178663|PG-13|58337
Bandslam|$5,210,988|$2,231,273|2,121|2009|Comedy,Drama,Family,Music,Romance|0976222|6.4|http://akas.imdb.com/title/tt0976222/|66|0976222|PG|11852
Broken Embraces|$5,014,305|$107,111|202|2009|Drama,Romance,Thriller|0913425|7.2|http://akas.imdb.com/title/tt0913425/|76|0913425|R|30973
Moon|$5,010,163|$136,046|252|2009|Drama,Mystery,Sci-Fi|1182345|7.9|http://akas.imdb.com/title/tt1182345/|67|1182345|R|256152
Miss March|$4,543,320|$2,409,156|1,742|2009|Comedy,Romance|1151922|5.1|http://akas.imdb.com/title/tt1151922/|7|1151922|R|18111
Bright Star|$4,444,637|$189,703|380|2009|Biography,Drama,Romance|0810784|7.0|http://akas.imdb.com/title/tt0810784/|81|0810784|PG|21147
Good Hair|$4,157,223|$1,039,220|466|2009|Documentary,Comedy|1213585|6.9|http://akas.imdb.com/title/tt1213585/|72|1213585|PG-13|4704
The September Issue|$3,820,067|$220,633|143|2009|Documentary|1331025|7.0|http://akas.imdb.com/title/tt1331025/|69|1331025|PG-13|5940
The Brothers Bloom|$3,531,756|$90,400|209|2009|Short,Drama|5167030|NA|http://akas.imdb.com/title/tt5167030/|NA|5167030|NA|NA
Two Lovers|$3,149,034|$94,986|148|2009|Short,Drama|1427984|NA|http://akas.imdb.com/title/tt1427984/|NA|1427984|NA|NA
Cheri|$2,715,657|$405,701|191|2009|Comedy,Drama,Romance|1179258|6.2|http://akas.imdb.com/title/tt1179258/|63|1179258|R|8850
Sin Nombre|$2,536,665|$81,446|87|2009|Adventure,Crime,Drama,Thriller|1127715|7.6|http://akas.imdb.com/title/tt1127715/|77|1127715|R|25219
My One and Only|$2,479,538|$58,692|256|2009|Adventure,Biography,Comedy,Drama,Romance|1185431|6.6|http://akas.imdb.com/title/tt1185431/|62|1185431|PG-13|7111
Love Aaj Kal|$2,430,083|$1,241,762|102|2009|Comedy,Drama,Romance|1275863|6.8|http://akas.imdb.com/title/tt1275863/|NA|1275863|NA|10881
In the Loop|$2,388,804|$191,866|92|2009|Comedy|1226774|7.5|http://akas.imdb.com/title/tt1226774/|83|1226774|NA|43666
Adam|$2,277,396|$68,377|177|2009|Drama,Romance|1185836|7.2|http://akas.imdb.com/title/tt1185836/|56|1185836|PG-13|28762
The White Ribbon|$2,222,862|$59,848|106|2009|Drama,Mystery|1149362|7.8|http://akas.imdb.com/title/tt1149362/|82|1149362|R|52334
Is Anybody There?|$2,026,756|$46,209|165|2009|Documentary|1555183|6.9|http://akas.imdb.com/title/tt1555183/|NA|1555183|NA|8
Bad Lieutenant: Port of Call New Orleans|$1,702,112|$245,398|96|2009|Crime,Drama|1095217|6.7|http://akas.imdb.com/title/tt1095217/|69|1095217|R|64509
Summer Hours|$1,657,001|$49,484|50|2009|Short,Drama|0918631|6.1|http://akas.imdb.com/title/tt0918631/|NA|0918631|NA|525
Battle for Terra|$1,647,083|$1,082,064|1,159|2009|Comedy,Sci-Fi|1489965|5.4|http://akas.imdb.com/title/tt1489965/|NA|1489965|NA|17
Kambakkht Ishq|$1,445,739|$768,542|100|2009|Action,Comedy,Romance|1144804|3.9|http://akas.imdb.com/title/tt1144804/|NA|1144804|NA|5209
I Hope They Serve Beer in Hell|$1,429,299|$366,909|266|2009|Comedy|1220628|5.3|http://akas.imdb.com/title/tt1220628/|26|1220628|R|7366
X Games 3D The Movie|$1,391,434|$837,216|1,399|2009|Documentary,Sport|1440770|6.4|http://akas.imdb.com/title/tt1440770/|43|1440770|PG|278
Kaminey|$1,291,827|$726,834|85|2009|Action,Comedy,Crime,Drama,Thriller|1274295|7.5|http://akas.imdb.com/title/tt1274295/|NA|1274295|NA|11569
Paper Heart|$1,274,062|$219,494|96|2009|Comedy,Drama,Romance|1331064|6.0|http://akas.imdb.com/title/tt1331064/|54|1331064|PG-13|7329
Yoo-Hoo, Mrs. Goldberg|$1,134,623|$19,302|25|2009|Documentary,Biography|1334479|7.3|http://akas.imdb.com/title/tt1334479/|69|1334479|NA|191
The Messenger|$1,109,660|$44,523|50|2009|Drama,Romance,War|0790712|7.2|http://akas.imdb.com/title/tt0790712/|77|0790712|R|29399
New York|$997,437|$467,694|60|2009|Crime,Drama,Romance,Thriller|1328634|6.8|http://akas.imdb.com/title/tt1328634/|35|1328634|NA|7573
Toy Story 3|$415,004,880|$110,307,189|4,028|2010|Animation,Adventure,Comedy,Family,Fantasy|0435761|8.3|http://akas.imdb.com/title/tt0435761/|92|0435761|NA|533939
Alice in Wonderland (2010)|$334,191,110|$116,101,023|3,739|2010|Adventure,Family,Fantasy|1014759|6.5|http://akas.imdb.com/title/tt1014759/|53|1014759|PG|300707
Iron Man 2|$312,433,331|$128,122,480|4,390|2010|Action,Adventure,Sci-Fi|1228705|7.0|http://akas.imdb.com/title/tt1228705/|57|1228705|PG-13|513560
The Twilight Saga: Eclipse|$300,531,751|$64,832,191|4,468|2010|Adventure,Drama,Fantasy,Romance|1325004|4.9|http://akas.imdb.com/title/tt1325004/|58|1325004|PG-13|182674
Harry Potter and the Deathly Hallows Part 1|$295,983,305|$125,017,372|4,125|2010|Adventure,Family,Fantasy,Mystery|0926084|7.7|http://akas.imdb.com/title/tt0926084/|65|0926084|PG-13|322613
Inception|$292,576,195|$62,785,337|3,792|2010|Action,Adventure,Crime,Sci-Fi,Thriller|1375666|8.8|http://akas.imdb.com/title/tt1375666/|74|1375666|PG-13|1442052
Despicable Me|$251,513,985|$56,397,125|3,602|2010|Animation,Comedy,Family|1323594|7.7|http://akas.imdb.com/title/tt1323594/|72|1323594|PG|379054
Shrek Forever After|$238,736,787|$70,838,207|4,386|2010|Animation,Adventure,Comedy,Family,Fantasy|0892791|6.4|http://akas.imdb.com/title/tt0892791/|58|0892791|PG|136382
How to Train Your Dragon|$217,581,231|$43,732,319|4,060|2010|Animation,Adventure,Family,Fantasy|0892769|8.2|http://akas.imdb.com/title/tt0892769/|74|0892769|PG|475816
Tangled|$200,821,936|$48,767,052|3,603|2010|Animation,Adventure,Comedy,Family,Fantasy,Musical,Romance|0398286|7.8|http://akas.imdb.com/title/tt0398286/|71|0398286|PG|288627
The Karate Kid|$176,591,618|$55,665,805|3,740|2010|Action,Drama,Family,Sport|1155076|6.2|http://akas.imdb.com/title/tt1155076/|61|1155076|PG|118018
Tron Legacy|$172,062,763|$44,026,211|3,451|2010|Action,Adventure,Sci-Fi|1104001|6.8|http://akas.imdb.com/title/tt1104001/|49|1104001|PG|261493
True Grit|$171,243,005|$24,830,443|3,464|2010|Adventure,Drama,Western|1403865|7.7|http://akas.imdb.com/title/tt1403865/|80|1403865|PG-13|238047
Clash of the Titans (2010)|$163,214,888|$61,235,105|3,802|2010|Action,Adventure,Fantasy|0800320|5.8|http://akas.imdb.com/title/tt0800320/|39|0800320|PG-13|227463
Grown Ups|$162,001,186|$40,506,562|3,534|2010|Comedy|1375670|6.0|http://akas.imdb.com/title/tt1375670/|30|1375670|PG-13|178875
Little Fockers|$148,438,600|$30,833,665|3,675|2010|Comedy,Romance|0970866|5.5|http://akas.imdb.com/title/tt0970866/|27|0970866|PG-13|84527
Megamind|$148,415,853|$46,016,833|3,949|2010|Animation,Action,Comedy,Family,Sci-Fi|1001526|7.3|http://akas.imdb.com/title/tt1001526/|63|1001526|PG|169946
The King's Speech|$135,453,143|$355,450|2,584|2010|Biography,Drama,History|1504320|8.0|http://akas.imdb.com/title/tt1504320/|88|1504320|R|495154
The Last Airbender|$131,772,187|$40,325,019|3,203|2010|Action,Adventure,Family,Fantasy|0938283|4.2|http://akas.imdb.com/title/tt0938283/|20|0938283|PG|117732
Shutter Island|$128,012,934|$41,062,440|3,356|2010|Mystery,Thriller|1130884|8.1|http://akas.imdb.com/title/tt1130884/|63|1130884|R|770140
The Other Guys|$119,219,978|$35,543,162|3,651|2010|Action,Comedy,Crime|1386588|6.7|http://akas.imdb.com/title/tt1386588/|64|1386588|PG-13|187229
Salt|$118,311,368|$36,011,243|3,612|2010|Action,Crime,Mystery,Thriller|0944835|6.4|http://akas.imdb.com/title/tt0944835/|65|0944835|PG-13|243122
Jackass 3-D|$117,229,692|$50,353,641|3,139|2010|Documentary,Action,Comedy|1116184|7.1|http://akas.imdb.com/title/tt1116184/|56|1116184|R|47352
Valentine's Day|$110,485,654|$56,260,707|3,665|2010|Comedy,Romance|0817230|5.7|http://akas.imdb.com/title/tt0817230/|34|0817230|PG-13|94396
Black Swan|$106,954,678|$1,443,809|2,407|2010|Drama,Thriller|0947798|8.0|http://akas.imdb.com/title/tt0947798/|79|0947798|R|544425
Robin Hood|$105,269,730|$36,063,385|3,505|2010|Action,Adventure,Drama,History|0955308|6.7|http://akas.imdb.com/title/tt0955308/|53|0955308|PG-13|209813
The Chronicles of Narnia: The Voyage of the Dawn Treader|$104,386,950|$24,005,069|3,555|2010|Adventure,Family,Fantasy|0980970|6.3|http://akas.imdb.com/title/tt0980970/|53|0980970|PG|104731
The Expendables|$103,068,524|$34,825,135|3,398|2010|Action,Adventure,Thriller|1320253|6.5|http://akas.imdb.com/title/tt1320253/|45|1320253|R|267080
Due Date|$100,539,043|$32,689,406|3,365|2010|Adventure,Comedy|1231583|6.6|http://akas.imdb.com/title/tt1231583/|51|1231583|R|270515
Yogi Bear|$100,246,011|$16,411,322|3,515|2010|Animation,Adventure,Comedy,Family|1302067|4.6|http://akas.imdb.com/title/tt1302067/|35|1302067|PG|16202
Date Night|$98,711,404|$25,207,599|3,380|2010|Comedy,Crime,Romance,Thriller|1279935|6.3|http://akas.imdb.com/title/tt1279935/|56|1279935|PG-13|126229
The Social Network|$96,962,694|$22,445,653|2,921|2010|Biography,Drama|1285016|7.7|http://akas.imdb.com/title/tt1285016/|95|1285016|PG-13|471994
Sex and the City 2|$95,347,692|$31,001,870|3,445|2010|Comedy,Drama,Romance|1261945|4.3|http://akas.imdb.com/title/tt1261945/|27|1261945|R|58906
The Book of Eli|$94,835,059|$32,789,494|3,111|2010|Action,Adventure,Drama,Thriller|1037705|6.9|http://akas.imdb.com/title/tt1037705/|53|1037705|R|224181
The Fighter|$93,617,009|$300,010|2,534|2010|Biography,Drama,Sport|0964517|7.9|http://akas.imdb.com/title/tt0964517/|79|0964517|R|272758
The Town|$92,186,262|$23,808,032|2,935|2010|Crime,Drama,Thriller|0840361|7.6|http://akas.imdb.com/title/tt0840361/|74|0840361|R|277102
Prince of Persia: The Sands of Time|$90,759,676|$30,095,259|3,646|2010|Action,Adventure,Fantasy,Romance|0473075|6.6|http://akas.imdb.com/title/tt0473075/|50|0473075|PG-13|219607
Red|$90,380,162|$21,761,408|3,349|2010|Action,Comedy,Crime,Thriller|1245526|7.1|http://akas.imdb.com/title/tt1245526/|60|1245526|PG-13|236098
Percy Jackson & The Olympians: The Lightning Thief|$88,768,303|$31,236,067|3,396|2010|Adventure,Family,Fantasy|0814255|5.9|http://akas.imdb.com/title/tt0814255/|47|0814255|PG|139329
Paranormal Activity 2|$84,752,907|$40,678,424|3,239|2010|Horror|1536044|5.7|http://akas.imdb.com/title/tt1536044/|53|1536044|R|81176
Unstoppable|$81,562,942|$22,688,457|3,261|2010|Action,Thriller|0477080|6.8|http://akas.imdb.com/title/tt0477080/|69|0477080|PG-13|148116
Eat Pray Love|$80,574,010|$23,104,523|3,108|2010|Drama,Romance|0879870|5.7|http://akas.imdb.com/title/tt0879870/|50|0879870|PG-13|62491
Dear John|$80,014,842|$30,468,614|3,062|2010|Drama,Romance,War|0989757|6.3|http://akas.imdb.com/title/tt0989757/|43|0989757|PG-13|102080
The A-Team|$77,222,099|$25,669,455|3,544|2010|Action,Adventure,Comedy,Crime,Thriller|0429493|6.8|http://akas.imdb.com/title/tt0429493/|47|0429493|PG-13|209470
Knight & Day|$76,423,035|$20,139,985|3,104|2010|Action,Comedy,Romance|1013743|6.3|http://akas.imdb.com/title/tt1013743/|46|1013743|PG-13|146609
Dinner for Schmucks|$73,026,337|$23,527,839|3,046|2010|Comedy|0427152|5.9|http://akas.imdb.com/title/tt0427152/|56|0427152|PG-13|79388
The Tourist|$67,631,157|$16,472,458|2,756|2010|Action,Romance,Thriller|1243957|6.0|http://akas.imdb.com/title/tt1243957/|37|1243957|PG-13|174477
The Bounty Hunter|$67,061,228|$20,686,423|3,118|2010|Action,Comedy,Romance|1038919|5.5|http://akas.imdb.com/title/tt1038919/|22|1038919|PG-13|95295
Diary of a Wimpy Kid|$64,003,625|$22,126,166|3,083|2010|Comedy,Family|1196141|6.2|http://akas.imdb.com/title/tt1196141/|56|1196141|PG|31485
The Sorcerer's Apprentice|$63,150,991|$17,619,622|3,504|2010|Action,Adventure,Family,Fantasy|0963966|6.1|http://akas.imdb.com/title/tt0963966/|46|0963966|PG|122696
A Nightmare on Elm Street (2010)|$63,075,011|$32,902,299|3,332|2010|Horror,Mystery,Thriller|1179056|5.2|http://akas.imdb.com/title/tt1179056/|35|1179056|R|74358
The Last Song|$62,950,384|$16,007,426|2,794|2010|Drama,Family,Music,Romance|1294226|5.8|http://akas.imdb.com/title/tt1294226/|33|1294226|PG|61556
The Wolfman|$61,979,680|$31,479,235|3,223|2010|Drama,Fantasy,Horror,Thriller|0780653|5.8|http://akas.imdb.com/title/tt0780653/|43|0780653|R|88929
Get Him to the Greek|$60,974,475|$17,570,955|2,702|2010|Comedy,Music|1226229|6.4|http://akas.imdb.com/title/tt1226229/|65|1226229|R|146084
Resident Evil: Afterlife|$60,128,566|$26,650,264|3,209|2010|Action,Adventure,Horror,Sci-Fi|1220634|5.9|http://akas.imdb.com/title/tt1220634/|37|1220634|R|129833
Tyler Perry's Why Did I Get Married Too?|$60,095,852|$29,289,537|2,155|2010|Comedy,Drama,Romance|1391137|4.4|http://akas.imdb.com/title/tt1391137/|43|1391137|PG-13|7590
Tooth Fairy|$60,022,256|$14,010,409|3,345|2010|Comedy,Family,Fantasy|0808510|5.0|http://akas.imdb.com/title/tt0808510/|36|0808510|PG|29849
Secretariat|$59,713,955|$12,694,770|3,108|2010|Biography,Drama,Family,History,Sport|1028576|7.2|http://akas.imdb.com/title/tt1028576/|61|1028576|PG|20574
Easy A|$58,401,464|$17,734,040|2,974|2010|Comedy,Romance|1282140|7.1|http://akas.imdb.com/title/tt1282140/|72|1282140|PG-13|272267
Takers|$57,744,720|$20,512,304|2,206|2010|Action,Crime,Thriller|1135084|6.2|http://akas.imdb.com/title/tt1135084/|45|1135084|PG-13|46521
Legend of the Guardians: The Owls of Ga'Hoole|$55,675,313|$16,112,211|3,575|2010|Animation,Action,Adventure,Family,Fantasy|1219342|7.0|http://akas.imdb.com/title/tt1219342/|53|1219342|PG|65126
Life as We Know It|$53,374,681|$14,506,464|3,150|2010|Comedy,Drama,Romance|1055292|6.6|http://akas.imdb.com/title/tt1055292/|39|1055292|PG-13|93740
Letters to Juliet|$53,032,453|$13,540,486|2,975|2010|Comedy,Drama,Romance|0892318|6.5|http://akas.imdb.com/title/tt0892318/|50|0892318|PG|73263
